client_id,Variation
2056534,Control
4601112,Control
5095048,Control
6747044,Control
7821049,Control
3298633,Control
8921152,Control
5100842,Control
8587319,Control
2294048,Control
6371557,Control
7621143,Control
4057296,Control
2590779,Control
2431205,Control
305138,Control
9600414,Control
259061,Control
5260896,Control
4997941,Control
7155688,Control
9893613,Control
2467238,Control
4341826,Control
5301524,Control
2413185,Control
8833500,Control
753497,Control
2156245,Control
7764616,Control
8413298,Control
5671912,Control
117621,Control
5479150,Control
9740305,Control
9325737,Control
6588167,Control
216445,Control
7845538,Control
9823613,Control
2210369,Control
6101609,Control
1681498,Control
1106518,Control
4071492,Control
7396897,Control
5037815,Control
2774365,Control
62498,Control
3429201,Control
6324016,Control
9267164,Control
9862146,Control
7567165,Control
4224830,Control
16549,Control
3677321,Control
8442966,Control
2299180,Control
3561382,Control
1556209,Control
4330745,Control
4396676,Control
3787037,Control
4323886,Control
4394027,Control
209532,Control
1091725,Control
2896887,Control
2639289,Control
1758289,Control
6683468,Control
2792508,Control
1752228,Control
9742169,Control
1350115,Control
9323446,Control
6071724,Control
9689259,Control
3432305,Control
7356175,Control
7462323,Control
7623562,Control
4617245,Control
5200509,Control
2996184,Control
2258357,Control
7959734,Control
5847269,Control
4882043,Control
5687525,Control
5897504,Control
5215088,Control
4672667,Control
9722282,Control
4450397,Control
1447441,Control
526852,Control
9409443,Control
2646813,Control
4632182,Control
8720490,Control
9745902,Control
7102262,Control
2179845,Control
6286291,Control
2661111,Control
1002215,Control
1129041,Control
4870905,Control
6901638,Control
8881896,Control
7112502,Control
4755991,Control
34501,Control
4020788,Control
8864170,Control
1608794,Control
9109142,Control
8307496,Control
6672662,Control
4010832,Control
6279664,Control
2858874,Control
4302941,Control
5567727,Control
6380010,Control
6595036,Control
1664571,Control
5628601,Control
8334353,Control
8534878,Control
3011825,Control
3983119,Control
419610,Control
2940782,Control
4777731,Control
5486491,Control
5559421,Control
3030068,Control
1856181,Control
713054,Control
6071985,Control
9026435,Control
7320092,Control
9988960,Control
7571648,Control
8001103,Control
6025281,Control
437817,Control
4598396,Control
5582954,Control
929350,Control
5510017,Control
5038429,Control
7949757,Control
4467891,Control
1991753,Control
465564,Control
4502426,Control
528117,Control
6099011,Control
8536418,Control
3615947,Control
9784284,Control
5707486,Control
1956921,Control
2682091,Control
4542144,Control
5007479,Control
8840854,Control
4914626,Control
1143562,Control
8239889,Control
7851008,Control
2337961,Control
4245137,Control
2894722,Control
2244759,Control
142579,Control
5328856,Control
9450972,Control
3634458,Control
8037374,Control
9801953,Control
9642462,Control
1535483,Control
5554534,Control
7795403,Control
6784733,Control
4303935,Control
4201434,Control
8198551,Control
4760752,Control
5490692,Control
1059936,Control
2917495,Control
124916,Control
506320,Control
21719,Control
1156656,Control
7527045,Control
2642558,Control
3301121,Control
7190924,Control
7254866,Control
6269285,Control
7972615,Control
4870954,Control
8299838,Control
6244536,Control
7981938,Control
6098651,Control
2487043,Control
4599654,Control
5199268,Control
173122,Control
1675211,Control
4296061,Control
3460330,Control
7875206,Control
4129506,Control
3709078,Control
5943233,Control
5984744,Control
7967929,Control
274222,Control
8037764,Control
1151820,Control
2655879,Control
6568325,Control
360816,Control
5669742,Control
1214272,Control
2764858,Control
204212,Control
7235377,Control
7015011,Control
4035305,Control
5950401,Control
4239236,Control
5888582,Control
7015044,Control
5839602,Control
5119457,Control
5937847,Control
2145364,Control
9891451,Control
309715,Control
7051278,Control
2823601,Control
8949568,Control
6153026,Control
1023056,Control
6048258,Control
6800843,Control
9424618,Control
7098358,Control
3678422,Control
9936617,Control
3990106,Control
5729005,Control
4224941,Control
9520090,Control
6543439,Control
7279483,Control
319971,Control
1402734,Control
8530828,Control
1410032,Control
6676076,Control
9253375,Control
6935374,Control
9640857,Control
8828227,Control
7566046,Control
1351826,Control
1578062,Control
6968851,Control
9097776,Control
5702891,Control
8646938,Control
7437418,Control
7915924,Control
240468,Control
1259453,Control
3013641,Control
8933080,Control
6799854,Control
5351307,Control
4886673,Control
6800831,Control
6975917,Control
6526012,Control
4971958,Control
2163565,Control
7298873,Control
213870,Control
3046631,Control
6793307,Control
1774241,Control
3394481,Control
7657181,Control
6340549,Control
7577983,Control
5588572,Control
4474393,Control
8259219,Control
7017113,Control
2981422,Control
8397993,Control
3043425,Control
6067591,Control
3788076,Control
8054675,Control
5595433,Control
962572,Control
5965286,Control
2096514,Control
7491468,Control
7680560,Control
354981,Control
4428440,Control
3143882,Control
3290167,Control
1469028,Control
8071857,Control
3169493,Control
5389964,Control
4054828,Control
8440177,Control
6157535,Control
7280152,Control
2041875,Control
206829,Control
6476776,Control
9348657,Control
3777764,Control
9127541,Control
8034741,Control
3887490,Control
1011301,Control
8702776,Control
9436763,Control
6062375,Control
2230975,Control
3355848,Control
5509909,Control
749498,Control
9020045,Control
4764978,Control
9295408,Control
7617111,Control
9535483,Control
706799,Control
9940066,Control
5219396,Control
8672996,Control
4738135,Control
809658,Control
73910,Control
260054,Control
6229922,Control
4851372,Control
6071177,Control
9443496,Control
2288204,Control
5240787,Control
7186706,Control
5791498,Control
6914362,Control
6587318,Control
2835130,Control
2458299,Control
6495652,Control
6569413,Control
5818842,Control
7959689,Control
2127092,Control
2468473,Control
3361098,Control
8168710,Control
9518848,Control
6572513,Control
5249821,Control
3727435,Control
6152291,Control
3075422,Control
4110011,Control
5990729,Control
1169304,Control
3690078,Control
8923312,Control
5044959,Control
2013905,Control
6104853,Control
446547,Control
7325425,Control
2552663,Control
2911637,Control
3974644,Control
6147265,Control
5818148,Control
8790955,Control
9441943,Control
3270998,Control
979630,Control
4306172,Control
6039880,Control
6746439,Control
6120460,Control
5908745,Control
1066894,Control
2665992,Control
5738664,Control
5861436,Control
9369501,Control
939325,Control
6985890,Control
5774314,Control
9957316,Control
8307059,Control
6106057,Control
731715,Control
9297863,Control
3873870,Control
6429390,Control
4754251,Control
7345124,Control
5259609,Control
7736243,Control
3611790,Control
3719087,Control
5412295,Control
5093458,Control
4635161,Control
8960535,Control
8225975,Control
6918656,Control
9369945,Control
4934172,Control
7448490,Control
3482195,Control
4804595,Control
8925152,Control
3115010,Control
7610723,Control
3432773,Control
9082610,Control
8357092,Control
6457073,Control
1277925,Control
6705039,Control
1231545,Control
7080641,Control
4039539,Control
182574,Control
262201,Control
6147241,Control
1979382,Control
6191203,Control
2791797,Control
1768737,Control
9042935,Control
4257128,Control
6219217,Control
5824640,Control
4565303,Control
8041642,Control
9670706,Control
6255304,Control
8201583,Control
2713154,Control
6246059,Control
7833327,Control
3135759,Control
301141,Control
4960794,Control
653767,Control
1774247,Control
6555622,Control
8754433,Control
7603403,Control
5318185,Control
5136652,Control
8453230,Control
8350244,Control
9066398,Control
902081,Control
6035003,Control
4946270,Control
7031731,Control
6265100,Control
864068,Control
3304630,Control
5330195,Control
846436,Control
7694067,Control
5399074,Control
2092341,Control
3781653,Control
8065916,Control
6090253,Control
5603661,Control
1573977,Control
8417937,Control
593044,Control
7015724,Control
4123816,Control
3261109,Control
229242,Control
7032805,Control
5810345,Control
8677207,Control
7184846,Control
2864159,Control
7698220,Control
6778179,Control
4629381,Control
6377949,Control
4327050,Control
2100720,Control
4712959,Control
678560,Control
1578954,Control
2319604,Control
8524358,Control
3880183,Control
7316928,Control
6802407,Control
1076459,Control
6871774,Control
2389989,Control
2247921,Control
5250259,Control
3767825,Control
8866570,Control
9421926,Control
4661343,Control
8427848,Control
5829371,Control
9251802,Control
2368401,Control
632711,Control
2185235,Control
5863138,Control
7473225,Control
5712785,Control
7778763,Control
8195272,Control
5868356,Control
5361481,Control
7505803,Control
1037038,Control
9770321,Control
4944295,Control
8358616,Control
3412732,Control
1101942,Control
4968571,Control
8237457,Control
9981611,Control
8086273,Control
249333,Control
6407595,Control
7980054,Control
5161793,Control
5574917,Control
9946332,Control
8113030,Control
853404,Control
5481163,Control
1788780,Control
9685596,Control
4292181,Control
9910139,Control
1200071,Control
3312433,Control
9438460,Control
2736143,Control
7295005,Control
7434743,Control
3973322,Control
525775,Control
2327217,Control
143688,Control
5458119,Control
8140663,Control
7367913,Control
1855885,Control
7582115,Control
1382524,Control
6263801,Control
8749659,Control
5056314,Control
4971591,Control
3963528,Control
4758203,Control
8981196,Control
9844882,Control
9164563,Control
5402972,Control
9519220,Control
7011435,Control
9554608,Control
1664860,Control
9046163,Control
3777909,Control
1641715,Control
1714303,Control
1488142,Control
4921524,Control
7415948,Control
940211,Control
5520970,Control
6867928,Control
8271685,Control
5205443,Control
448714,Control
2125062,Control
2847822,Control
1604338,Control
5408208,Control
3418099,Control
7107125,Control
2648727,Control
7687625,Control
2408649,Control
5685309,Control
9521738,Control
718243,Control
7652498,Control
4474258,Control
4849434,Control
595657,Control
4378886,Control
7764561,Control
4383952,Control
4172856,Control
9026696,Control
7344676,Control
3753413,Control
3899785,Control
2782533,Control
2840019,Control
7201275,Control
5336156,Control
6359481,Control
7583106,Control
4496404,Control
4733352,Control
5117624,Control
5773935,Control
8599685,Control
7791697,Control
9054288,Control
3839483,Control
5900806,Control
9165938,Control
4099829,Control
9720941,Control
2935833,Control
3671543,Control
6059910,Control
8419671,Control
7839898,Control
5603565,Control
2835195,Control
7322359,Control
6623167,Control
972666,Control
3010704,Control
6728778,Control
5675123,Control
5700235,Control
3918324,Control
8006554,Control
3236796,Control
8402368,Control
319927,Control
3433215,Control
5179331,Control
7238205,Control
8176371,Control
7896505,Control
7158923,Control
8919883,Control
7726374,Control
3758849,Control
7632776,Control
2053795,Control
1278548,Control
5095604,Control
483033,Control
7866354,Control
6489910,Control
8403671,Control
5104204,Control
3881605,Control
4695726,Control
9754728,Control
7123131,Control
7551662,Control
9589629,Control
6980374,Control
4555156,Control
6125089,Control
7903818,Control
9603506,Control
5282774,Control
7275905,Control
1975521,Control
2820779,Control
4046490,Control
6085745,Control
9246617,Control
3973856,Control
2934006,Control
8229869,Control
1235280,Control
7869855,Control
7078892,Control
4043994,Control
9961502,Control
3399340,Control
237927,Control
9057739,Control
7345665,Control
5871071,Control
5139141,Control
8799515,Control
1028493,Control
8762751,Control
9849901,Control
8432220,Control
4112248,Control
8208998,Control
3241908,Control
4263272,Control
4159731,Control
5247686,Control
6272729,Control
545252,Control
2429948,Control
8985747,Control
6959360,Control
3093789,Control
9410798,Control
2820848,Control
2100661,Control
5337525,Control
965239,Control
8515627,Control
5581214,Control
8156943,Control
6955764,Control
2467952,Control
7663245,Control
5266768,Control
6497062,Control
7294622,Control
8473757,Control
9432135,Control
8433974,Control
3996868,Control
3404471,Control
8441190,Control
5453808,Control
5034090,Control
4502479,Control
43494,Control
6635759,Control
7389323,Control
8063914,Control
3614381,Control
5310157,Control
3235465,Control
6991971,Control
2348380,Control
7628896,Control
7193885,Control
772441,Control
7889329,Control
7344092,Control
7848994,Control
8689548,Control
2050489,Control
9735061,Control
2457672,Control
7889133,Control
4510222,Control
8187972,Control
3616576,Control
4456845,Control
1925264,Control
6409012,Control
8967301,Control
2182806,Control
8304828,Control
4262414,Control
6194289,Control
6657338,Control
1896155,Control
8917638,Control
6543742,Control
7949091,Control
5328209,Control
293284,Control
8100796,Control
472614,Control
6622347,Control
9500922,Control
8418435,Control
3063658,Control
4166734,Control
271577,Control
8713049,Control
2563119,Control
8160510,Control
1971383,Control
4017297,Control
3594554,Control
2749235,Control
4292987,Control
4578710,Control
7398565,Control
4676997,Control
5521831,Control
677548,Control
24710,Control
5601073,Control
8614862,Control
4488084,Control
7715715,Control
7780028,Control
3864477,Control
5869318,Control
477588,Control
254529,Control
8172224,Control
676989,Control
1596450,Control
5617838,Control
7623574,Control
4268219,Control
4760535,Control
7310223,Control
5088541,Control
3850910,Control
5189898,Control
8242222,Control
223224,Control
5129431,Control
2029999,Control
6529806,Control
796031,Control
8721784,Control
1691221,Control
2052157,Control
9362735,Control
5138803,Control
4239411,Control
984526,Control
7377514,Control
4254265,Control
3966408,Control
9626320,Control
428064,Control
7053444,Control
4892454,Control
2355590,Control
506720,Control
8311234,Control
117883,Control
2771150,Control
8880791,Control
2391782,Control
6020962,Control
2573204,Control
4682715,Control
6133343,Control
6412621,Control
6015711,Control
9150137,Control
3491822,Control
1039176,Control
2451074,Control
85793,Control
4852148,Control
7282563,Control
4786153,Control
4749703,Control
2822730,Control
1206378,Control
3106754,Control
2166964,Control
5925028,Control
1868406,Control
422661,Control
703574,Control
4129913,Control
6318532,Control
6068799,Control
6316734,Control
87218,Control
3861947,Control
8980150,Control
7411855,Control
7986738,Control
9382750,Control
9704887,Control
6670049,Control
9843769,Control
7328839,Control
9419152,Control
6662664,Control
2544619,Control
1815390,Control
9443987,Control
5069626,Control
1432936,Control
4504059,Control
7902418,Control
7117992,Control
6730422,Control
8523265,Control
7890929,Control
5774133,Control
3604047,Control
3794155,Control
2878870,Control
5111140,Control
1262208,Control
3085984,Control
4561339,Control
4311764,Control
1595299,Control
7726930,Control
9736825,Control
3476871,Control
4353847,Control
3480805,Control
4575555,Control
5951709,Control
310366,Control
498584,Control
5299330,Control
4600807,Control
9676241,Control
8962529,Control
9682478,Control
9955445,Control
6798182,Control
4643495,Control
3277291,Control
7257829,Control
5680390,Control
9888237,Control
5927828,Control
9932763,Control
5993905,Control
6187864,Control
3390803,Control
1213845,Control
8432712,Control
2898999,Control
2258366,Control
4806480,Control
1257351,Control
4079351,Control
6551109,Control
7785327,Control
5843778,Control
5826390,Control
3651328,Control
2553137,Control
3074145,Control
5959788,Control
1157434,Control
323337,Control
1945208,Control
5842004,Control
7221862,Control
3046021,Control
9845,Control
6192398,Control
3684173,Control
6296897,Control
740744,Control
9888471,Control
2342590,Control
4640118,Control
7272614,Control
5923090,Control
3983430,Control
2274658,Control
9706860,Control
8019542,Control
3300848,Control
5563273,Control
4222979,Control
6163882,Control
9473317,Control
6949583,Control
6441862,Control
4596903,Control
2116375,Control
6235400,Control
9893778,Control
3338122,Control
1817163,Control
8112313,Control
8810858,Control
5675721,Control
8231827,Control
9634441,Control
6521758,Control
9126610,Control
2406021,Control
4719187,Control
6598371,Control
5253039,Control
5893114,Control
7070345,Control
9431562,Control
4767563,Control
1023316,Control
7779842,Control
5513449,Control
5992018,Control
2600988,Control
1962359,Control
516594,Control
1246796,Control
8614932,Control
2282707,Control
6775818,Control
1951883,Control
5966234,Control
2522259,Control
1936828,Control
9626092,Control
9772437,Control
1557552,Control
7522558,Control
2499433,Control
4063626,Control
1020725,Control
4502846,Control
2205691,Control
3007790,Control
8134838,Control
9129736,Control
9942419,Control
8097308,Control
3717463,Control
6346107,Control
9104203,Control
2153182,Control
5857868,Control
1795072,Control
6191112,Control
4185812,Control
8393538,Control
7566299,Control
3332395,Control
7142792,Control
1001849,Control
5643772,Control
7516880,Control
4231609,Control
421223,Control
3412832,Control
4818573,Control
9086277,Control
6802507,Control
1046468,Control
1041929,Control
674205,Control
3780590,Control
2408060,Control
291330,Control
2838613,Control
1643775,Control
429351,Control
9298861,Control
5995503,Control
5375695,Control
4327140,Control
9829438,Control
5358303,Control
3855695,Control
4388424,Control
6394421,Control
6729338,Control
1843494,Control
4666350,Control
3139298,Control
1427729,Control
2192505,Control
7153152,Control
8191025,Control
4764438,Control
9959937,Control
4590122,Control
1253974,Control
2969158,Control
4654660,Control
7932008,Control
4875654,Control
7297777,Control
2789495,Control
9413608,Control
6825168,Control
3468069,Control
2958995,Control
5952806,Control
1634213,Control
8520434,Control
5101399,Control
8496594,Control
1062473,Control
9092715,Control
1033134,Control
7942512,Control
7628721,Control
7525993,Control
9001291,Control
7342570,Control
5588539,Control
5997162,Control
1645811,Control
8313808,Control
1430383,Control
3939684,Control
7385478,Control
4060998,Control
9790438,Control
7176877,Control
2663775,Control
9526976,Control
8302402,Control
5330145,Control
637735,Control
114541,Control
5156645,Control
5787300,Control
156894,Control
6351080,Control
5807230,Control
8570045,Control
1335040,Control
6934164,Control
8384161,Control
3396616,Control
7388477,Control
4474898,Control
687567,Control
7575259,Control
8422642,Control
5080206,Control
4273676,Control
5237394,Control
6462912,Control
1743043,Control
5699251,Control
5587497,Control
6450374,Control
6794489,Control
6177735,Control
7214969,Control
4166251,Control
8629781,Control
5833618,Control
7007005,Control
7008613,Control
4327573,Control
4953065,Control
5627324,Control
178493,Control
3292707,Control
104781,Control
785447,Control
1178151,Control
2090464,Control
1296034,Control
3943762,Control
1359640,Control
7566096,Control
5546610,Control
6286086,Control
6021906,Control
7596241,Control
8419515,Control
3891838,Control
9183798,Control
1274084,Control
6513478,Control
7956113,Control
4782225,Control
784897,Control
4017497,Control
8350306,Control
322927,Control
8927696,Control
9284705,Control
5454962,Control
5111852,Control
8194686,Control
2069824,Control
140690,Control
1247526,Control
6488419,Control
7550898,Control
1575726,Control
4759918,Control
292165,Control
7811491,Control
6526701,Control
393252,Control
2396499,Control
4366078,Control
5943979,Control
7077496,Control
9635965,Control
5202386,Control
4503254,Control
968323,Control
6366590,Control
754987,Control
7395796,Control
4736912,Control
2593577,Control
5148384,Control
3416779,Control
9966491,Control
2779162,Control
8934873,Control
2376070,Control
3455919,Control
1948430,Control
4384472,Control
7492799,Control
1689340,Control
9992871,Control
1583044,Control
9390816,Control
1921733,Control
7968614,Control
5202456,Control
4243285,Control
140116,Control
3499085,Control
2385034,Control
5401624,Control
3447031,Control
6965231,Control
9212936,Control
161792,Control
9497217,Control
5647696,Control
8782299,Control
815822,Control
9405925,Control
8456219,Control
50643,Control
9325037,Control
9136712,Control
7733267,Control
8984405,Control
8699305,Control
6522991,Control
9933481,Control
3621426,Control
9364089,Control
6893953,Control
3276832,Control
7298730,Control
8129250,Control
5870652,Control
1866853,Control
931714,Control
3474009,Control
1833640,Control
1808285,Control
6639053,Control
2207976,Control
5129224,Control
1919224,Control
9595191,Control
728512,Control
3078880,Control
3351589,Control
4637777,Control
2269063,Control
1262252,Control
3516384,Control
8765966,Control
5434444,Control
1061430,Control
5078185,Control
3940616,Control
6876767,Control
284347,Control
3785284,Control
3055315,Control
2435906,Control
327979,Control
1579308,Control
6899322,Control
8107218,Control
8257765,Control
8836938,Control
3667972,Control
5944681,Control
7064150,Control
8110744,Control
115597,Control
1940048,Control
1425337,Control
6285819,Control
5072333,Control
5013337,Control
4704861,Control
7580525,Control
4099602,Control
2377028,Control
9079249,Control
3562895,Control
4066551,Control
8406295,Control
5064000,Control
2079235,Control
9313451,Control
9578977,Control
3685056,Control
8591740,Control
8763393,Control
9615383,Control
106457,Control
8539417,Control
8665802,Control
8341361,Control
4415316,Control
7437227,Control
1107033,Control
1661054,Control
3903245,Control
134829,Control
9517099,Control
2522202,Control
5521308,Control
593759,Control
5908095,Control
9698409,Control
9609929,Control
2892443,Control
2139045,Control
3894997,Control
419969,Control
9730509,Control
6844163,Control
433814,Control
3412634,Control
713222,Control
1775305,Control
7020827,Control
1808926,Control
8648052,Control
6810824,Control
5313210,Control
3045007,Control
1772370,Control
4572747,Control
5742450,Control
7654190,Control
2039024,Control
9767681,Control
3802015,Control
6532260,Control
9230421,Control
4726494,Control
2381474,Control
6392480,Control
6981372,Control
9314424,Control
533966,Control
344840,Control
9568650,Control
170865,Control
4612333,Control
481553,Control
816165,Control
34603,Control
3142533,Control
3214041,Control
432793,Control
3508963,Control
5354732,Control
9972610,Control
5053539,Control
8452711,Control
9707425,Control
7772017,Control
118964,Control
8454445,Control
3122539,Control
9362363,Control
537901,Control
4717832,Control
9130383,Control
5903110,Control
4797951,Control
3569078,Control
9446994,Control
758728,Control
840320,Control
3844662,Control
5513087,Control
7408572,Control
759536,Control
7249429,Control
291182,Control
1852606,Control
9394235,Control
1327174,Control
4352905,Control
4726332,Control
6781497,Control
1870340,Control
3857653,Control
1196787,Control
8548076,Control
9950759,Control
3727425,Control
5531076,Control
9296636,Control
6838849,Control
9836403,Control
2247497,Control
6122858,Control
6377455,Control
3725247,Control
4762973,Control
7141395,Control
1206850,Control
3004614,Control
2154918,Control
7229160,Control
2424965,Control
5265291,Control
2136746,Control
8794039,Control
7195183,Control
6776358,Control
9294027,Control
2797091,Control
7227648,Control
4568422,Control
380583,Control
7498791,Control
998998,Control
7871271,Control
6412718,Control
5840906,Control
5780229,Control
7042336,Control
7858035,Control
1500622,Control
2832394,Control
8814095,Control
8070687,Control
7429096,Control
573338,Control
6757513,Control
2896725,Control
5898319,Control
4228011,Control
9904011,Control
5819654,Control
3785527,Control
6522843,Control
9635914,Control
9716434,Control
3983321,Control
6967224,Control
8988638,Control
732778,Control
5217337,Control
8750280,Control
6167777,Control
1025414,Control
7961816,Control
4434306,Control
8130211,Control
6571200,Control
5644611,Control
9463510,Control
871246,Control
6220778,Control
8944505,Control
540036,Control
4738528,Control
6034462,Control
2901726,Control
2820986,Control
4540243,Control
3246483,Control
90596,Control
6983793,Control
9280328,Control
658934,Control
6045314,Control
1987034,Control
8045011,Control
5505534,Control
7249540,Control
1064624,Control
1939574,Control
5119690,Control
6740875,Control
4133509,Control
7661135,Control
3791844,Control
7626686,Control
8045640,Control
1061120,Control
7853891,Control
7686586,Control
1919788,Control
1210125,Control
697708,Control
4149721,Control
9188877,Control
2710107,Control
4866515,Control
9464958,Control
395610,Control
860571,Control
9829569,Control
9740604,Control
8918685,Control
4013415,Control
1796649,Control
6425496,Control
1131352,Control
7429644,Control
3974144,Control
3754736,Control
7479732,Control
8388524,Control
1555809,Control
7673881,Control
8889466,Control
1087085,Control
745510,Control
8862022,Control
6305110,Control
6967611,Control
7190805,Control
3381948,Control
8885339,Control
2873709,Control
6811150,Control
1169570,Control
9010548,Control
5054199,Control
4469222,Control
6530650,Control
7301705,Control
6237192,Control
2230091,Control
53126,Control
8840459,Control
154640,Control
80915,Control
8912315,Control
8134938,Control
6875605,Control
4334858,Control
7841112,Control
3242557,Control
9494036,Control
4871635,Control
331795,Control
1319661,Control
2714848,Control
2417368,Control
5817293,Control
1324690,Control
9367245,Control
9681169,Control
4514556,Control
5077812,Control
1289497,Control
9881287,Control
910275,Control
5484362,Control
3701784,Control
3957137,Control
5811616,Control
6447371,Control
7906156,Control
5373510,Control
4928046,Control
2950141,Control
897752,Control
4243856,Control
5034038,Control
7299908,Control
8800514,Control
8308691,Control
2701538,Control
4337587,Control
7835069,Control
1931928,Control
8740874,Control
8385033,Control
5453370,Control
8556712,Control
4159174,Control
603457,Control
1357384,Control
1584495,Control
2485024,Control
1633645,Control
7707869,Control
3892244,Control
7748462,Control
5001483,Control
6786190,Control
6687187,Control
5758630,Control
7291539,Control
3351739,Control
3520004,Control
9122308,Control
5592378,Control
9957402,Control
236546,Control
9558928,Control
9719474,Control
5036673,Control
3908301,Control
559881,Control
1606891,Control
9588775,Control
6813503,Control
1952462,Control
4349736,Control
2367906,Control
5994023,Control
7628967,Control
4821950,Control
6630684,Control
4767439,Control
2172228,Control
9080038,Control
1624643,Control
943335,Control
9682711,Control
9159317,Control
7998392,Control
1417586,Control
1065324,Control
5009290,Control
1704232,Control
2981933,Control
2723801,Control
7576316,Control
6985,Control
2465819,Control
4178665,Control
3780395,Control
4948163,Control
7574598,Control
7696177,Control
6804934,Control
9114853,Control
7183287,Control
6327460,Control
3474098,Control
1081382,Control
7263978,Control
7038187,Control
918053,Control
5970149,Control
4192940,Control
53990,Control
9853868,Control
2594659,Control
1967086,Control
8234923,Control
1060628,Control
180953,Control
251479,Control
2277142,Control
2329201,Control
4153931,Control
4071978,Control
3689164,Control
6461165,Control
5500495,Control
7675326,Control
1096870,Control
4469398,Control
8707061,Control
4251068,Control
6797402,Control
693757,Control
4965716,Control
1539844,Control
4874967,Control
1529368,Control
8180884,Control
3512288,Control
1001731,Control
8455692,Control
3823225,Control
4114037,Control
6660518,Control
5969328,Control
4491137,Control
6768081,Control
87300,Control
8413855,Control
9632093,Control
8327879,Control
4976982,Control
6096252,Control
7448032,Control
937647,Control
6160592,Control
6926552,Control
6743414,Control
8023944,Control
1253941,Control
188807,Control
1862191,Control
6072522,Control
8575616,Control
9692048,Control
6814540,Control
3081541,Control
8738260,Control
4681498,Control
6139351,Control
3317453,Control
8843472,Control
2967792,Control
9289320,Control
7123695,Control
6732360,Control
3187046,Control
6212252,Control
1332349,Control
266497,Control
1338762,Control
3880053,Control
230117,Control
2153656,Control
2494977,Control
8327432,Control
3052534,Control
2758714,Control
6863960,Control
118723,Control
9959486,Control
9198255,Control
9336025,Control
7067348,Control
3652844,Control
2141013,Control
7670830,Control
2372658,Control
953654,Control
8886879,Control
5063441,Control
7207209,Control
4493114,Control
3432025,Control
8785376,Control
6234162,Control
1169083,Control
4757536,Control
5749316,Control
9413786,Control
8763720,Control
6379541,Control
4608096,Control
6463002,Control
8978031,Control
9512477,Control
5874483,Control
7118730,Control
5333854,Control
7835776,Control
7706822,Control
4002725,Control
3991845,Control
3344093,Control
2276803,Control
8577522,Control
7714524,Control
843468,Control
4698491,Control
1027952,Control
523470,Control
4019355,Control
3395329,Control
3273765,Control
8666669,Control
7933649,Control
3076358,Control
3758871,Control
4838415,Control
1278603,Control
342341,Control
8864663,Control
3233984,Control
5922203,Control
2952653,Control
1173753,Control
947167,Control
3276529,Control
1227277,Control
8697150,Control
8226139,Control
8430354,Control
6596429,Control
6893972,Control
9517647,Control
5296140,Control
3368135,Control
33190,Control
3487248,Control
3809150,Control
1911688,Control
9466957,Control
84108,Control
146603,Control
6313049,Control
3073670,Control
1194530,Control
7123977,Control
9666391,Control
4760221,Control
6165913,Control
5890801,Control
8718482,Control
9269565,Control
8091922,Control
5243165,Control
851453,Control
4675164,Control
8720328,Control
895221,Control
5570366,Control
3859627,Control
5230087,Control
175128,Control
8080471,Control
9787079,Control
9680276,Control
7074277,Control
4937035,Control
9252902,Control
2606655,Control
9690919,Control
4364957,Control
4475357,Control
2685804,Control
2236425,Control
8042509,Control
6528441,Control
9572701,Control
1682826,Control
6507462,Control
1944168,Control
9797408,Control
7124517,Control
5451373,Control
6916531,Control
6864371,Control
7905510,Control
6206573,Control
9150149,Control
3302208,Control
3928305,Control
5471024,Control
9490262,Control
4422924,Control
8321972,Control
5144151,Control
4060286,Control
3148603,Control
1349728,Control
9674668,Control
8557245,Control
177876,Control
7595038,Control
7239063,Control
7124991,Control
5488119,Control
2135989,Control
9070743,Control
48424,Control
2791395,Control
615001,Control
4084333,Control
8867579,Control
2447461,Control
5937897,Control
5221886,Control
534481,Control
1042347,Control
5048268,Control
348355,Control
7450119,Control
1101382,Control
5848267,Control
2003392,Control
5539836,Control
4719350,Control
8105626,Control
4162726,Control
9679043,Control
4972499,Control
7625054,Control
2550200,Control
8834933,Control
5255286,Control
3787488,Control
8686873,Control
2935311,Control
52461,Control
266183,Control
8604039,Control
351792,Control
2658964,Control
2865677,Control
4570643,Control
9426272,Control
4825303,Control
8175396,Control
3190314,Control
4378428,Control
9272674,Control
2256413,Control
7774764,Control
9714233,Control
9945499,Control
5769716,Control
2815071,Control
1575474,Control
3966303,Control
3105010,Control
408180,Control
7622555,Control
7417313,Control
4792283,Control
9318155,Control
537662,Control
5759946,Control
6705275,Control
5749370,Control
8985518,Control
5852849,Control
6242999,Control
1591332,Control
7683638,Control
2141929,Control
5656171,Control
7574307,Control
198857,Control
4915208,Control
5269098,Control
2969808,Control
6750632,Control
7816798,Control
4023749,Control
5640323,Control
6030837,Control
1927505,Control
687283,Control
6776434,Control
9399620,Control
4344239,Control
5236509,Control
1919716,Control
620734,Control
3463943,Control
3836030,Control
7536684,Control
5396220,Control
8535609,Control
2894996,Control
8740925,Control
381655,Control
1700371,Control
4302031,Control
4308598,Control
8069761,Control
8769982,Control
2347584,Control
2574803,Control
6716032,Control
2782058,Control
6678962,Control
4435264,Control
5529882,Control
4965891,Control
9486376,Control
162575,Control
2959782,Control
5415276,Control
8406897,Control
7583850,Control
8077479,Control
7878589,Control
5846178,Control
8149214,Control
3128340,Control
2518804,Control
2523987,Control
6929800,Control
5126305,Control
