client_id,Variation
3155873,Control
3816625,Control
3630199,Control
7387503,Control
1465625,Control
9210764,Control
5377248,Control
3959519,Control
7829136,Control
3516095,Control
3736510,Control
969440,Control
209090,Control
7474175,Control
7174812,Control
3690840,Control
4298977,Control
35346,Control
8994491,Control
6093812,Control
536450,Control
4847745,Control
6223007,Control
7730741,Control
8214502,Control
2912466,Control
3771312,Control
4054039,Control
7145335,Control
2995320,Control
4848547,Control
6575393,Control
3740691,Control
2708707,Control
7464268,Control
1350186,Control
3798336,Control
2537522,Control
8577432,Control
4885241,Control
4622256,Control
2090428,Control
7530155,Control
3643022,Control
7313419,Control
6522706,Control
9813394,Control
4928062,Control
7649530,Control
7579937,Control
5005985,Control
5443219,Control
2167877,Control
6797930,Control
7633079,Control
274453,Control
3522825,Control
6315858,Control
8874632,Control
5824357,Control
6884899,Control
5418058,Control
4932688,Control
2229604,Control
1533558,Control
739485,Control
2361758,Control
8580825,Control
1486106,Control
7881001,Control
1689519,Control
6055104,Control
5589091,Control
975117,Control
577488,Control
1509726,Control
3178179,Control
4318140,Control
4597628,Control
289030,Control
1846831,Control
5077444,Control
4379998,Control
1311900,Control
3914583,Control
4480002,Control
4603282,Control
5624436,Control
2677300,Control
7471029,Control
7462194,Control
6579246,Control
8817106,Control
8941221,Control
4187030,Control
1260287,Control
682129,Control
58917,Control
2597998,Control
5717871,Control
3940254,Control
6132125,Control
2855134,Control
4762443,Control
7867818,Control
5436026,Control
2152611,Control
4941253,Control
1710937,Control
4462773,Control
9079637,Control
1337604,Control
143691,Control
3238088,Control
8927048,Control
7454446,Control
855543,Control
4322431,Control
9106010,Control
8938566,Control
1042803,Control
4393716,Control
1571466,Control
1180544,Control
7305466,Control
9970735,Control
2193622,Control
3416934,Control
8564174,Control
496873,Control
9526209,Control
4849973,Control
4378882,Control
2833480,Control
7622966,Control
7646163,Control
3220136,Control
5370538,Control
1447431,Control
6593124,Control
4435512,Control
825006,Control
8367710,Control
3211203,Control
1168373,Control
5452512,Control
2406034,Control
207299,Control
5444290,Control
198932,Control
7722308,Control
17008,Control
4787598,Control
8012223,Control
5961178,Control
8956074,Control
3541332,Control
4312503,Control
4204378,Control
3866204,Control
8799359,Control
1499091,Control
5475948,Control
1287116,Control
1860858,Control
5842948,Control
4525630,Control
4558622,Control
4932602,Control
751168,Control
3761836,Control
6297472,Control
3918248,Control
3302386,Control
9335218,Control
6696097,Control
6647568,Control
2729855,Control
1114916,Control
1580339,Control
2517151,Control
881186,Control
837361,Control
6748736,Control
5847845,Control
4157945,Control
8086229,Control
2183344,Control
1858076,Control
252509,Control
925413,Control
9451137,Control
5316892,Control
4193281,Control
1220246,Control
7053981,Control
5215055,Control
6968934,Control
8120821,Control
6181154,Control
5705948,Control
3868916,Control
9127186,Control
2511331,Control
9471934,Control
7940827,Control
8849141,Control
9353752,Control
1078275,Control
8639034,Control
1963145,Control
5777311,Control
3751513,Control
9799347,Control
1442875,Control
415277,Control
3853105,Control
9515388,Control
3446089,Control
2163599,Control
8781764,Control
55448,Control
2217307,Control
1325445,Control
5289829,Control
8685525,Control
5583943,Control
2035789,Control
1499489,Control
5317123,Control
3896264,Control
9848212,Control
3075073,Control
136138,Control
5162378,Control
6815224,Control
4561742,Control
8366482,Control
763305,Control
2187229,Control
99149,Control
522064,Control
7595462,Control
5996516,Control
8461995,Control
9381732,Control
3123928,Control
882183,Control
5533778,Control
6957468,Control
7231818,Control
6902794,Control
2940022,Control
9625506,Control
1350724,Control
2787015,Control
7518844,Control
601368,Control
5956882,Control
1534505,Control
5379193,Control
4768104,Control
5792905,Control
5420049,Control
456002,Control
9992821,Control
587585,Control
4309105,Control
6324966,Control
5751427,Control
2663697,Control
3717634,Control
8526525,Control
4141937,Control
5086738,Control
5052217,Control
5795485,Control
929347,Control
3868422,Control
6092861,Control
3791816,Control
5504559,Control
6640188,Control
6633300,Control
5905660,Control
7877574,Control
6233602,Control
8167785,Control
2892738,Control
200352,Control
187901,Control
6411294,Control
1851205,Control
7639404,Control
1811237,Control
8579878,Control
3420244,Control
6620178,Control
7812509,Control
1060988,Control
3292271,Control
5554969,Control
5125777,Control
6648032,Control
6958819,Control
311194,Control
85286,Control
4051272,Control
6979219,Control
6518801,Control
1205471,Control
9148510,Control
5595823,Control
4039397,Control
9422536,Control
4138042,Control
9873377,Control
4592284,Control
9865183,Control
6355445,Control
1914789,Control
7229568,Control
3010146,Control
5995901,Control
4581207,Control
101246,Control
7978454,Control
8981322,Control
2448970,Control
7088755,Control
2666398,Control
6239881,Control
8722168,Control
770632,Control
5280625,Control
6142585,Control
9420690,Control
6199141,Control
5674605,Control
2028637,Control
3833380,Control
9772823,Control
367874,Control
2280581,Control
5525477,Control
2846274,Control
6409101,Control
4791055,Control
7007505,Control
7696674,Control
1526652,Control
3788952,Control
8883804,Control
9386546,Control
4539299,Control
9499719,Control
1600544,Control
5847660,Control
5667128,Control
8371066,Control
9855557,Control
634960,Control
7920525,Control
996857,Control
5700177,Control
9484282,Control
9348532,Control
5830177,Control
343881,Control
6516858,Control
8230433,Control
438770,Control
6176788,Control
3443904,Control
6051224,Control
148954,Control
3569902,Control
5752908,Control
2097722,Control
3242204,Control
9293112,Control
8181732,Control
8163068,Control
5640846,Control
6883463,Control
9627857,Control
6072217,Control
7717405,Control
3161052,Control
7650516,Control
2442931,Control
1253886,Control
4836017,Control
3666791,Control
5646679,Control
1976918,Control
7050672,Control
4514596,Control
7479495,Control
32859,Control
6714002,Control
9742844,Control
6537726,Control
6752359,Control
6968302,Control
1122853,Control
5156074,Control
8595230,Control
429189,Control
5159936,Control
1534948,Control
268845,Control
5825740,Control
7899268,Control
4722411,Control
8910034,Control
4301480,Control
7971129,Control
1446469,Control
6170009,Control
9371388,Control
446185,Control
8705320,Control
9152747,Control
8211143,Control
21498,Control
7353823,Control
2404401,Control
9323420,Control
4504903,Control
9188890,Control
6284498,Control
9616732,Control
6053418,Control
6075049,Control
9412007,Control
5556865,Control
3583712,Control
2191227,Control
2159157,Control
6638356,Control
4482137,Control
6175278,Control
1895875,Control
9459952,Control
9645675,Control
6798477,Control
7854180,Control
7754205,Control
4189492,Control
7807175,Control
5645472,Control
1659457,Control
9171566,Control
760905,Control
1781217,Control
9058648,Control
2946845,Control
1918431,Control
3590118,Control
7023374,Control
7886203,Control
4470020,Control
6255489,Control
6285921,Control
5283980,Control
8498480,Control
1357044,Control
2515065,Control
7291872,Control
3702154,Control
8556801,Control
4938286,Control
6427526,Control
7011180,Control
2001185,Control
1575889,Control
7300338,Control
6995732,Control
9333117,Control
4671064,Control
5605538,Control
2714285,Control
9581854,Control
4558582,Control
3920173,Control
9767104,Control
4028644,Control
2857759,Control
6043168,Control
2063178,Control
123141,Control
2708760,Control
517186,Control
238490,Control
4517591,Control
4856478,Control
444558,Control
1442286,Control
1343908,Control
3695862,Control
1463659,Control
4985191,Control
6260281,Control
4514608,Control
9433703,Control
1188075,Control
36109,Control
7404066,Control
4370238,Control
7194673,Control
8549209,Control
9709646,Control
4393977,Control
735487,Control
9032689,Control
4975883,Control
96845,Control
361484,Control
7848138,Control
906669,Control
8661548,Control
9954065,Control
432402,Control
736752,Control
8398116,Control
767670,Control
8050938,Control
7767796,Control
4414863,Control
2351894,Control
6627847,Control
9060007,Control
3447317,Control
3669234,Control
9557360,Control
9340016,Control
5140529,Control
6538562,Control
2582298,Control
1845905,Control
7068283,Control
789355,Control
9566183,Control
4563336,Control
7253866,Control
6182487,Control
2049672,Control
5913457,Control
7285230,Control
5688251,Control
8988300,Control
4069324,Control
6856615,Control
3806151,Control
5038476,Control
9379390,Control
141602,Control
5459379,Control
8461324,Control
9490599,Control
2008126,Control
2235488,Control
7511477,Control
8075025,Control
1620010,Control
1993765,Control
1325365,Control
4160955,Control
4280389,Control
7623681,Control
8362884,Control
2610198,Control
5467690,Control
338164,Control
7968399,Control
1179872,Control
6945242,Control
2917069,Control
1708757,Control
3661108,Control
9206649,Control
1573199,Control
4469697,Control
8912399,Control
9308561,Control
2357832,Control
9744037,Control
551780,Control
2425481,Control
9575758,Control
474067,Control
1095055,Control
5249648,Control
6165681,Control
2926160,Control
2824566,Control
6316983,Control
1433776,Control
9497139,Control
3313496,Control
5175513,Control
5717725,Control
8774014,Control
8834075,Control
16747,Control
3749720,Control
3459039,Control
6359549,Control
2161378,Control
5404080,Control
2359229,Control
4899915,Control
9024738,Control
9823479,Control
8370185,Control
1159992,Control
1253084,Control
9954278,Control
7460130,Control
6448530,Control
4035951,Control
8936935,Control
3720968,Control
6872293,Control
6292422,Control
5579963,Control
2999877,Control
9995084,Control
285977,Control
3583050,Control
5314074,Control
6391371,Control
8688878,Control
1815029,Control
3544918,Control
4692455,Control
154150,Control
2665020,Control
267576,Control
7130959,Control
4785432,Control
1855518,Control
4032180,Control
8191811,Control
6849300,Control
9069462,Control
3817802,Control
2446320,Control
4638445,Control
9237526,Control
4887230,Control
8688968,Control
6158690,Control
5536852,Control
3009588,Control
4491397,Control
8038306,Control
534083,Control
9192401,Control
9586826,Control
1530855,Control
3841048,Control
5838184,Control
7271542,Control
4547915,Control
9235959,Control
5226265,Control
1790672,Control
7727178,Control
1601687,Control
5725347,Control
1197325,Control
1670773,Control
3732770,Control
2701022,Control
2181079,Control
4115939,Control
7050923,Control
2866523,Control
1993788,Control
7788831,Control
4130407,Control
2805354,Control
521204,Control
7696106,Control
2975818,Control
5775986,Control
3618409,Control
731511,Control
683558,Control
9348332,Control
5723006,Control
52384,Control
4025387,Control
633185,Control
8046030,Control
9344361,Control
3384679,Control
6427754,Control
2979170,Control
8598149,Control
5192767,Control
1724424,Control
4717410,Control
5522936,Control
7795722,Control
6058559,Control
6585877,Control
1225488,Control
8983259,Control
3802414,Control
5452808,Control
2933864,Control
1411774,Control
3100744,Control
578478,Control
4282147,Control
8439254,Control
1251756,Control
6190851,Control
7147672,Control
7848785,Control
1775927,Control
2850288,Control
9917847,Control
4732570,Control
9637289,Control
4689021,Control
8547781,Control
6249597,Control
1412221,Control
5182728,Control
9494972,Control
3510272,Control
872979,Control
7414809,Control
9843822,Control
8617321,Control
427931,Control
7096353,Control
7297929,Control
9962276,Control
5969798,Control
8240359,Control
8934007,Control
7741281,Control
6556668,Control
5832167,Control
1731327,Control
8987178,Control
681768,Control
3338846,Control
2802200,Control
6411206,Control
1418190,Control
1956756,Control
9904069,Control
7678301,Control
2152887,Control
6186943,Control
1643125,Control
5901463,Control
6673860,Control
3070675,Control
628060,Control
7074837,Control
2781778,Control
4233509,Control
2645335,Control
2359034,Control
357090,Control
3367659,Control
9685920,Control
8922786,Control
8025050,Control
7654412,Control
6383826,Control
5211268,Control
8604300,Control
6829103,Control
3416889,Control
3013271,Control
4539061,Control
1636073,Control
1234723,Control
8517134,Control
8731364,Control
3155117,Control
3705160,Control
2459355,Control
4524947,Control
4999651,Control
1617334,Control
5134864,Control
9966933,Control
6754992,Control
3049191,Control
3431846,Control
918538,Control
8794673,Control
7783232,Control
4550637,Control
4721083,Control
7247461,Control
4760178,Control
8763395,Control
3950608,Control
5122733,Control
4756364,Control
7523200,Control
2036502,Control
872464,Control
3773376,Control
5023647,Control
4164359,Control
8090131,Control
6158588,Control
5835214,Control
3635810,Control
8994872,Control
5993170,Control
5624434,Control
4497754,Control
7047492,Control
2815118,Control
5537559,Control
9129912,Control
9147938,Control
7555845,Control
3776142,Control
6934070,Control
5476918,Control
2328287,Control
5706691,Control
1861397,Control
7204018,Control
3460697,Control
222315,Control
5102800,Control
7101274,Control
3285852,Control
3587803,Control
7465225,Control
8053145,Control
1286856,Control
9373092,Control
6754811,Control
7818094,Control
5910608,Control
6656943,Control
2668148,Control
1368796,Control
110890,Control
8784353,Control
543916,Control
700961,Control
3300583,Control
2511849,Control
5890737,Control
4790197,Control
7447840,Control
4965189,Control
4079367,Control
6514712,Control
4032636,Control
8631527,Control
5911953,Control
8700865,Control
8039,Control
9705533,Control
5124459,Control
7055464,Control
6525364,Control
8322930,Control
2053248,Control
5033211,Control
9161222,Control
2884295,Control
1428125,Control
2804455,Control
3745557,Control
9034983,Control
9562829,Control
8726633,Control
9604349,Control
9351229,Control
2041937,Control
7525142,Control
4332483,Control
4430895,Control
1919651,Control
8552526,Control
258198,Control
5911010,Control
9171194,Control
3649022,Control
1823874,Control
5879965,Control
2434281,Control
3687722,Control
2631084,Control
27988,Control
7020801,Control
3236857,Control
6946004,Control
6169187,Control
1883432,Control
5895605,Control
7720996,Control
2614146,Control
4006121,Control
7016758,Control
6030945,Control
1190746,Control
6746464,Control
9125125,Control
8540849,Control
5016965,Control
3278886,Control
8919820,Control
4857987,Control
1917199,Control
7997747,Control
1346750,Control
1203974,Control
5185429,Control
7133113,Control
856311,Control
2058329,Control
159268,Control
9965963,Control
6992079,Control
2360934,Control
934487,Control
1839238,Control
7045562,Control
1180047,Control
6945214,Control
9498329,Control
4415404,Control
6774935,Control
4322460,Control
2910449,Control
7579947,Control
6808154,Control
4494336,Control
3689198,Control
2756823,Control
7250188,Control
9492168,Control
9735397,Control
9591707,Control
5291423,Control
9521078,Control
6943648,Control
6064721,Control
8327635,Control
3364212,Control
9171380,Control
2159243,Control
2199001,Control
8502813,Control
7907645,Control
3767203,Control
7669585,Control
7483839,Control
9522528,Control
627840,Control
1494548,Control
3862904,Control
458484,Control
9880281,Control
4018893,Control
8396918,Control
7505509,Control
6084390,Control
7366275,Control
8531480,Control
6519466,Control
8653551,Control
5238268,Control
7063316,Control
170507,Control
2475212,Control
5232551,Control
6517968,Control
6283437,Control
7642426,Control
3213427,Control
8745869,Control
6823672,Control
7997224,Control
8513721,Control
4405328,Control
689760,Control
4570959,Control
31264,Control
4741779,Control
5562135,Control
617786,Control
4252737,Control
4487758,Control
5804951,Control
4990836,Control
1993746,Control
3824141,Control
8545156,Control
6218310,Control
7241156,Control
1531690,Control
1155518,Control
8913814,Control
5424600,Control
8976800,Control
7072688,Control
2157327,Control
7127698,Control
696227,Control
1062828,Control
9769690,Control
424760,Control
5049067,Control
6344380,Control
8006386,Control
2857405,Control
5430203,Control
9363715,Control
3323049,Control
5385259,Control
7676685,Control
7936614,Control
7325802,Control
7986122,Control
9697551,Control
8345634,Control
1666873,Control
702159,Control
6573015,Control
384371,Control
1784712,Control
4670854,Control
7082050,Control
5829895,Control
9386749,Control
9435851,Control
4008901,Control
9059253,Control
4901739,Control
3431024,Control
4955784,Control
4688123,Control
1567591,Control
9628627,Control
858742,Control
5364396,Control
8656670,Control
2107816,Control
5568328,Control
7164949,Control
612072,Control
9039422,Control
6902355,Control
257597,Control
2189606,Control
802406,Control
7781517,Control
6078772,Control
1733622,Control
4735879,Control
9238891,Control
3225645,Control
700043,Control
8474995,Control
4263526,Control
965093,Control
8522060,Control
9228237,Control
5282464,Control
2710360,Control
9631077,Control
3357578,Control
6045479,Control
4296791,Control
3732958,Control
6782309,Control
7665722,Control
5121453,Control
7220613,Control
9740656,Control
1075238,Control
8412328,Control
8737399,Control
7552391,Control
1819374,Control
6576898,Control
2445043,Control
9608860,Control
1072983,Control
896369,Control
3086399,Control
3171521,Control
5352734,Control
9275795,Control
2834681,Control
1251798,Control
2560718,Control
5492724,Control
8838610,Control
2061471,Control
5696831,Control
6391101,Control
1946252,Control
6944375,Control
7960156,Control
3522031,Control
2117625,Control
5003348,Control
5571817,Control
3515059,Control
2176343,Control
4767901,Control
1770511,Control
8595702,Control
1543912,Control
6846193,Control
5916499,Control
547868,Control
9328423,Control
4627911,Control
3342455,Control
3073523,Control
7217773,Control
8255545,Control
143218,Control
2704747,Control
9403200,Control
8073817,Control
5271129,Control
364153,Control
4015484,Control
9710697,Control
5624950,Control
1159934,Control
590464,Control
5264748,Control
8454223,Control
457069,Control
5644895,Control
8054456,Control
1035196,Control
8081171,Control
2835681,Control
6163509,Control
1445976,Control
7781070,Control
2328764,Control
6492638,Control
3404682,Control
2606324,Control
2122187,Control
3164659,Control
8127966,Control
7391156,Control
9890489,Control
6581548,Control
4065831,Control
3131510,Control
182591,Control
7755406,Control
8513593,Control
8565968,Control
2735478,Control
999095,Control
262054,Control
4442884,Control
9824507,Control
6726183,Control
794705,Control
8804260,Control
670510,Control
2968827,Control
5064285,Control
7974590,Control
6361144,Control
6206033,Control
8894235,Control
4966172,Control
4285520,Control
5371469,Control
6106919,Control
7691784,Control
9733386,Control
2161349,Control
7065877,Control
7559687,Control
1889858,Control
9809166,Control
4943848,Control
6754236,Control
3979160,Control
560848,Control
5203638,Control
5500054,Control
9587439,Control
8237052,Control
1146673,Control
3145026,Control
226840,Control
4265479,Control
658173,Control
582858,Control
5829314,Control
6135173,Control
6808314,Control
7614662,Control
8939988,Control
9260760,Control
2222918,Control
9623278,Control
1345360,Control
2891606,Control
2381726,Control
175033,Control
955510,Control
4132062,Control
2059935,Control
2337162,Control
6652399,Control
3717263,Control
9303817,Control
8036434,Control
4337769,Control
9135765,Control
8416223,Control
9371283,Control
4974798,Control
9648714,Control
1549295,Control
2144761,Control
7702214,Control
8013166,Control
7670919,Control
4943084,Control
6299605,Control
2571952,Control
6940265,Control
7241089,Control
2454453,Control
4727512,Control
2524954,Control
9361627,Control
7575007,Control
3409692,Control
1502049,Control
8997981,Control
7398619,Control
7957282,Control
1404657,Control
8013243,Control
531896,Control
7516076,Control
2827581,Control
2994578,Control
9848171,Control
2335669,Control
9792505,Control
7440894,Control
2999469,Control
5163801,Control
5397632,Control
6507167,Control
6346565,Control
6096847,Control
704150,Control
6642237,Control
5781704,Control
3549101,Control
760259,Control
4643957,Control
4097842,Control
9281679,Control
9296252,Control
4450022,Control
1735713,Control
9820512,Control
5369545,Control
8011795,Control
2938762,Control
4975518,Control
9834586,Control
6908479,Control
6271685,Control
1482443,Control
6694625,Control
1717208,Control
9361289,Control
7894946,Control
599602,Control
9646764,Control
1704336,Control
5329385,Control
6128683,Control
9461443,Control
9341180,Control
1793341,Control
8316281,Control
8257803,Control
3970184,Control
9634041,Control
3318469,Control
5350766,Control
3433053,Control
2823737,Control
4538131,Control
4007083,Control
7112613,Control
3166313,Control
2235345,Control
6526123,Control
7415063,Control
7778612,Control
8624953,Control
9295484,Control
6609097,Control
8530525,Control
4646647,Control
8383721,Control
6618377,Control
3118720,Control
5353299,Control
6310652,Control
6514711,Control
7873434,Control
8704027,Control
6014420,Control
934584,Control
927661,Control
8442526,Control
6703708,Control
4044195,Control
2619690,Control
9268130,Control
4000356,Control
3603584,Control
1114139,Control
6965517,Control
5125059,Control
8738051,Control
7878692,Control
4589193,Control
2072755,Control
1920285,Control
2688057,Control
2400763,Control
2232111,Control
3400860,Control
3365641,Control
2036837,Control
4531392,Control
9223676,Control
5415319,Control
8007409,Control
8161095,Control
7116779,Control
5281066,Control
2495875,Control
6926890,Control
6631920,Control
543812,Control
1129035,Control
4604287,Control
3792840,Control
535308,Control
6187479,Control
1058509,Control
7886832,Control
5203247,Control
912455,Control
5074189,Control
7992263,Control
374835,Control
4597304,Control
1038502,Control
6446475,Control
140488,Control
6280103,Control
2355414,Control
4858389,Control
6589939,Control
9700462,Control
3795248,Control
8883914,Control
1326392,Control
9409836,Control
8078165,Control
3300186,Control
2720367,Control
7934807,Control
8269240,Control
4743648,Control
5448106,Control
4379554,Control
5039552,Control
9509869,Control
2821267,Control
2761754,Control
2290457,Control
3796660,Control
458796,Control
7350449,Control
9985926,Control
8806570,Control
9002251,Control
5161728,Control
3298784,Control
2840811,Control
1329357,Control
7830483,Control
5711578,Control
8618682,Control
2566517,Control
5621250,Control
2371545,Control
5994068,Control
2269733,Control
1328085,Control
39968,Control
2391912,Control
5887136,Control
9791896,Control
8133621,Control
1322669,Control
9900401,Control
2067540,Control
3186806,Control
5894819,Control
3680793,Control
6459665,Control
3762515,Control
6773240,Control
3249445,Control
2650979,Control
1903685,Control
4325547,Control
5949206,Control
7234108,Control
9810527,Control
9599611,Control
5277283,Control
6385324,Control
7537958,Control
7009777,Control
5792423,Control
2762642,Control
4364845,Control
4170615,Control
1380423,Control
5449968,Control
4840383,Control
1055299,Control
1873493,Control
4632690,Control
9212245,Control
4835507,Control
123552,Control
9242498,Control
9107587,Control
4217056,Control
6208399,Control
535999,Control
1326864,Control
2185006,Control
2814384,Control
5585512,Control
6954073,Control
6269757,Control
2536110,Control
2967297,Control
8033535,Control
9038995,Control
5223873,Control
5983262,Control
6651005,Control
9533955,Control
6550550,Control
8720975,Control
6834249,Control
1395619,Control
5869614,Control
225928,Control
1613132,Control
4263114,Control
2875223,Control
9296989,Control
8460001,Control
5932378,Control
1769974,Control
2367706,Control
1958853,Control
4053273,Control
3068937,Control
2856567,Control
2906154,Control
7440442,Control
5002148,Control
4663855,Control
661056,Control
318182,Control
6982652,Control
926737,Control
7841104,Control
8832841,Control
6126040,Control
4792703,Control
7512833,Control
9107291,Control
6504614,Control
5495797,Control
8810363,Control
2076087,Control
7514987,Control
3232380,Control
3834428,Control
7276218,Control
7515052,Control
7990566,Control
9424438,Control
1635395,Control
7588305,Control
4407486,Control
4968760,Control
6919236,Control
2374902,Control
3727881,Control
2545205,Control
3800274,Control
620760,Control
6115725,Control
7628095,Control
2103635,Control
1025595,Control
7171748,Control
9475111,Control
8537217,Control
7582334,Control
9439774,Control
7082099,Control
5967592,Control
5429961,Control
6819768,Control
8546478,Control
9506343,Control
353896,Control
9872389,Control
4746559,Control
1709388,Control
9250118,Control
3745695,Control
9362891,Control
8079923,Control
9888495,Control
7167482,Control
3787914,Control
7014976,Control
8431486,Control
1198324,Control
5171794,Control
9504248,Control
7872771,Control
6954487,Control
353281,Control
2913503,Control
6235268,Control
7218744,Control
8568603,Control
3181922,Control
5046749,Control
1557768,Control
5656013,Control
2361377,Control
9522035,Control
2095187,Control
1346743,Control
3097245,Control
7889947,Control
9076998,Control
6097269,Control
6975214,Control
8177035,Control
8100251,Control
459156,Control
1802089,Control
993631,Control
3616580,Control
7663843,Control
296154,Control
3068579,Control
9512577,Control
6735012,Control
6773041,Control
8355291,Control
195714,Control
6835290,Control
1588794,Control
1148774,Control
1671152,Control
1969872,Control
4939829,Control
4236139,Control
1673529,Control
6510552,Control
4696377,Control
4274437,Control
1435472,Control
8234524,Control
4170232,Control
4765227,Control
5000403,Control
4471192,Control
4399507,Control
5927144,Control
1465089,Control
2496814,Control
4955203,Control
6685212,Control
1440376,Control
9909730,Control
8211406,Control
6180642,Control
7287598,Control
7148673,Control
6599800,Control
7551676,Control
9996877,Control
3030605,Control
6795686,Control
3828068,Control
700142,Control
1415364,Control
9440656,Control
2286444,Control
2500591,Control
9209352,Control
6621256,Control
3442765,Control
8262866,Control
6748136,Control
7698347,Control
6482562,Control
4592177,Control
5843450,Control
4024034,Control
5765602,Control
8230288,Control
322453,Control
1654944,Control
1545289,Control
7607583,Control
3018904,Control
3946829,Control
8747700,Control
1558940,Control
4584142,Control
3206419,Control
7377791,Control
4610520,Control
722552,Control
1662418,Control
479709,Control
3309188,Control
3397094,Control
2192199,Control
3640372,Control
9086688,Control
488929,Control
7205946,Control
7534618,Control
3873802,Control
6952282,Control
4819619,Control
9716000,Control
7655628,Control
3203562,Control
3774619,Control
4025125,Control
5115739,Control
4828906,Control
9725005,Control
9005258,Control
5728657,Control
2398801,Control
7734945,Control
1982805,Control
1043977,Control
8118337,Control
800827,Control
7951392,Control
237182,Control
1675453,Control
6800982,Control
3025015,Control
1363990,Control
512432,Control
9685772,Control
8245227,Control
5046447,Control
5094401,Control
9754775,Control
4715657,Control
6932372,Control
8865026,Control
8602795,Control
5135889,Control
2023168,Control
855532,Control
2104456,Control
9811880,Control
6139988,Control
1397601,Control
4248171,Control
7497388,Control
8285423,Control
8378456,Control
6308747,Control
5220583,Control
3668557,Control
1650516,Control
7878313,Control
4016670,Control
64964,Control
3184980,Control
6270450,Control
4834169,Control
3452615,Control
1912452,Control
2984964,Control
5994763,Control
222726,Control
1028416,Control
708197,Control
3519242,Control
6817555,Control
787036,Control
7594828,Control
9419326,Control
8768226,Control
6303172,Control
969174,Control
2283351,Control
6222741,Control
1765350,Control
4206785,Control
9719547,Control
5816230,Control
6584763,Control
6220312,Control
8279808,Control
6700604,Control
1634583,Control
5058113,Control
8998082,Control
8279508,Control
2577355,Control
864116,Control
1516875,Control
4377433,Control
9825833,Control
5794010,Control
5098302,Control
1699231,Control
3394404,Control
651763,Control
7338206,Control
5888688,Control
3233489,Control
6263111,Control
819730,Control
9532529,Control
6143337,Control
9659796,Control
9817162,Control
4442018,Control
1275397,Control
5506078,Control
939540,Control
5623304,Control
9038122,Control
2542203,Control
8738973,Control
7158440,Control
7056764,Control
1204166,Control
8002094,Control
5880453,Control
2707257,Control
1775686,Control
6100632,Control
7148604,Control
9921158,Control
2986784,Control
7809216,Control
9402699,Control
6486733,Control
6045570,Control
9830414,Control
5315510,Control
4694447,Control
8513116,Control
3902351,Control
5791715,Control
7459485,Control
4059279,Control
4646583,Control
9047771,Control
9368520,Control
1502494,Control
4516383,Control
7328663,Control
6108577,Control
9221011,Control
2055307,Control
9684674,Control
7565293,Control
6436052,Control
3466784,Control
6001945,Control
9220363,Control
5660807,Control
4993236,Control
745087,Control
1552231,Control
7205421,Control
5704621,Control
9724470,Control
1811795,Control
1596001,Control
6280963,Control
9010050,Control
462674,Control
6593447,Control
6988658,Control
9516356,Control
9397101,Control
246911,Control
9100539,Control
2957115,Control
9745466,Control
2549698,Control
5590820,Control
1465714,Control
5057952,Control
8860072,Control
8901859,Control
3381737,Control
6816650,Control
8908352,Control
1120801,Control
6172620,Control
3789163,Control
8021927,Control
9199146,Control
1283142,Control
4491046,Control
3427928,Control
5749778,Control
2738595,Control
1450289,Control
1895918,Control
34631,Control
1363528,Control
2214910,Control
5142413,Control
1786799,Control
7642333,Control
3783667,Control
5580617,Control
7951576,Control
6614435,Control
6084875,Control
1658340,Control
7500270,Control
990903,Control
5919871,Control
6882236,Control
2864960,Control
8190050,Control
9844493,Control
3710054,Control
9169605,Control
3103528,Control
8755478,Control
9759719,Control
7468048,Control
8102588,Control
3130024,Control
9780034,Control
4213745,Control
7638969,Control
7954753,Control
8619619,Control
6825149,Control
5003059,Control
3557050,Control
8450110,Control
1324779,Control
8631535,Control
8875788,Control
2450890,Control
7745397,Control
1472138,Control
6212871,Control
1924404,Control
7397134,Control
6239306,Control
2423591,Control
124624,Control
4922682,Control
2185885,Control
3538705,Control
3940326,Control
3391293,Control
5201744,Control
8415327,Control
2489153,Control
4465058,Control
8037116,Control
8728287,Control
5099251,Control
6314966,Control
1955817,Control
9295710,Control
434526,Control
154458,Control
7477929,Control
2653125,Control
9711074,Control
814615,Control
4870812,Control
2143189,Control
4048904,Control
670772,Control
6563551,Control
5923648,Control
6401608,Control
8770437,Control
8446937,Control
8237386,Control
2905232,Control
6278458,Control
4415445,Control
1262019,Control
2091430,Control
7366567,Control
5772665,Control
1408318,Control
5445929,Control
4473191,Control
8167939,Control
3721028,Control
3584720,Control
5691228,Control
9922705,Control
1776535,Control
4965124,Control
4574516,Control
3743776,Control
7745674,Control
6470497,Control
6230768,Control
984646,Control
8263728,Control
4867711,Control
7111860,Control
6983389,Control
168727,Control
6311761,Control
3819775,Control
7374135,Control
6003391,Control
5077611,Control
5311714,Control
7652204,Control
7458552,Control
724704,Control
5398769,Control
1840316,Control
1566185,Control
5890932,Control
7297106,Control
7228212,Control
3311132,Control
4351032,Control
5250698,Control
9056874,Control
8825788,Control
1839924,Control
3178426,Control
7249833,Control
642168,Control
3247336,Control
9394424,Control
6720385,Control
9244846,Control
1386231,Control
4474374,Control
2438516,Control
8937765,Control
9924401,Control
3136483,Control
8719757,Control
6893388,Control
7339227,Control
9253588,Control
5630341,Control
2504073,Control
6832718,Control
9434764,Control
7354124,Control
580584,Control
8149955,Control
5214008,Control
6671416,Control
7094480,Control
2713472,Control
971116,Control
